"","subj","description","dec","g1p1","g1o1","g1o2","g2p1","g2o1","g2o2","r_aprob1","r_aout1","r_aprob2","r_aout2","r_bprob1","r_bout1","r_bprob2","r_bout2","exp","exclude","decision_overweighting","overweight","samples","outcome_explic","trial","age","female","targets","g1p2","g2p2","reduced","reduced_zero","reduced_out"
"6558",3040,0,1,0.06,23.7,7.1,0.41,24,3.6,0.888888895511627,7.1,0.111111111938953,23.7,0.666666686534882,3.6,0.333333343267441,24,3,0,1,1,18,1,48,25,1,1,0.94,0.59,0,0,0
"6559",3041,0,2,0.06,23.7,7.1,0.41,24,3.6,0.0535714291036129,23.7,0.946428596973419,7.1,0.566666662693024,3.6,0.433333337306976,24,3,0,1,0,173,0,13,29,1,1,0.94,0.59,0,0,0
"6560",3042,0,2,0.06,23.7,7.1,0.41,24,3.6,0.958333313465118,7.1,0.0416666679084301,23.7,0.533333361148834,3.6,0.466666668653488,24,3,0,1,0,54,1,28,23,1,1,0.94,0.59,0,0,0
"6561",3043,0,1,0.06,23.7,7.1,0.41,24,3.6,0.133333340287209,23.7,0.866666674613953,7.1,0.200000002980232,24,0.800000011920929,3.6,3,0,1,1,25,0,26,22,0,1,0.94,0.59,0,0,0
"6562",3044,0,1,0.06,23.7,7.1,0.41,24,3.6,1,7.1,0,0,1,3.6,0,0,3,0,1,1,2,1,11,21,1,1,0.94,0.59,1,1,0
"6563",3045,0,1,0.06,23.7,7.1,0.41,24,3.6,0.0625,23.7,0.9375,7.1,0.699999988079071,3.6,0.300000011920929,24,3,0,1,1,36,0,34,20,1,1,0.94,0.59,0,0,0
"6564",3046,0,1,0.06,23.7,7.1,0.41,24,3.6,0.95652174949646,7.1,0.0434782616794109,23.7,0.300000011920929,24,0.699999988079071,3.6,3,0,1,1,43,1,29,23,1,1,0.94,0.59,0,0,0
"6565",3048,0,2,0.06,23.7,7.1,0.41,24,3.6,0.0666666701436043,23.7,0.933333337306976,7.1,0.655172407627106,3.6,0.344827592372894,24,3,0,1,0,59,1,24,20,1,1,0.94,0.59,0,0,0
"6566",3049,0,1,0.06,23.7,7.1,0.41,24,3.6,1,7.1,0,0,0.615384638309479,3.6,0.384615391492844,24,3,0,1,1,30,0,30,23,0,1,0.94,0.59,1,1,0
"6567",3055,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,14,22,1,1,0.94,0.59,0,0,0
"6568",3056,1,1,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,1,NA,1,33,22,0,1,0.94,0.59,0,0,0
"6569",3057,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,3,22,1,1,0.94,0.59,0,0,0
"6570",3060,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,46,23,0,1,0.94,0.59,0,0,0
"6571",3058,1,1,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,1,NA,1,24,28,1,1,0.94,0.59,0,0,0
"6572",3059,1,1,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,1,NA,1,26,26,0,1,0.94,0.59,0,0,0
"6573",3050,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,2,25,1,1,0.94,0.59,0,0,0
"6574",3051,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,53,21,1,1,0.94,0.59,0,0,0
"6575",3047,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,52,29,0,1,0.94,0.59,0,0,0
"6576",3053,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,47,26,0,1,0.94,0.59,0,0,0
"6577",3054,1,1,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,1,NA,1,39,20,1,1,0.94,0.59,0,0,0
"6578",3061,0,1,0.06,23.7,7.1,0.41,24,3.6,0.980769217014313,7.1,0.0192307699471712,23.7,0.60869562625885,3.6,0.391304343938828,24,3,0,1,1,75,1,33,25,1,1,0.94,0.59,0,0,0
"6579",3063,0,1,0.06,23.7,7.1,0.41,24,3.6,0.875,7.1,0.125,23.7,0.362068951129913,24,0.637931048870087,3.6,3,0,1,1,100,0,2,19,1,1,0.94,0.59,0,0,0
"6580",3065,0,1,0.06,23.7,7.1,0.41,24,3.6,0.89473682641983,7.1,0.105263158679008,23.7,0.375,24,0.625,3.6,3,0,1,1,27,1,31,21,0,1,0.94,0.59,0,0,0
"6581",3066,0,2,0.06,23.7,7.1,0.41,24,3.6,1,7.1,0,0,0.40625,24,0.59375,3.6,3,0,1,0,102,0,10,23,0,1,0.94,0.59,1,1,0
"6582",3068,0,1,0.06,23.7,7.1,0.41,24,3.6,0.909090936183929,7.1,0.0909090936183929,23.7,0.5,3.6,0.5,24,3,0,1,1,18,1,40,23,1,1,0.94,0.59,0,0,0
"6583",3070,0,2,0.06,23.7,7.1,0.41,24,3.6,0.0408163256943226,23.7,0.959183692932129,7.1,0.586206912994385,3.6,0.413793116807938,24,3,0,1,0,111,0,6,21,1,1,0.94,0.59,0,0,0
"6584",3062,0,2,0.06,23.7,7.1,0.41,24,3.6,0.0833333358168602,23.7,0.916666686534882,7.1,0.400000005960464,24,0.600000023841858,3.6,3,0,1,0,100,1,34,21,0,1,0.94,0.59,0,0,0
"6585",3064,0,2,0.06,23.7,7.1,0.41,24,3.6,0.125,23.7,0.875,7.1,0.375,24,0.625,3.6,3,0,1,0,32,0,34,22,1,1,0.94,0.59,0,0,0
"6586",3052,0,2,0.06,23.7,7.1,0.41,24,3.6,1,7.1,0,0,0.409090906381607,24,0.590909063816071,3.6,3,0,1,0,42,1,42,20,1,1,0.94,0.59,1,1,0
"6587",3071,0,1,0.06,23.7,7.1,0.41,24,3.6,1,7.1,0,0,0.25,24,0.75,3.6,3,0,1,1,31,0,14,21,1,1,0.94,0.59,1,1,0
"6588",3072,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,50,28,1,1,0.94,0.59,0,0,0
"6589",3073,1,1,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,1,NA,1,4,23,1,1,0.94,0.59,0,0,0
"6590",3074,1,1,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,1,NA,1,48,24,1,1,0.94,0.59,0,0,0
"6591",3086,1,1,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,1,NA,1,19,24,1,1,0.94,0.59,0,0,0
"6592",3075,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,51,22,1,1,0.94,0.59,0,0,0
"6593",3080,1,1,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,1,NA,1,28,20,0,1,0.94,0.59,0,0,0
"6594",3076,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,55,24,1,1,0.94,0.59,0,0,0
"6595",3078,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,38,23,1,1,0.94,0.59,0,0,0
"6596",3077,1,1,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,1,NA,1,17,24,1,1,0.94,0.59,0,0,0
"6597",3087,0,2,0.06,23.7,7.1,0.41,24,3.6,1,7.1,0,0,0.4375,24,0.5625,3.6,3,0,1,0,43,1,49,21,1,1,0.94,0.59,1,1,0
"6598",3095,0,2,0.06,23.7,7.1,0.41,24,3.6,0.0625,23.7,0.9375,7.1,0.666666686534882,3.6,0.333333343267441,24,3,0,1,0,48,0,45,21,1,1,0.94,0.59,0,0,0
"6599",3089,0,1,0.06,23.7,7.1,0.41,24,3.6,0.16666667163372,23.7,0.833333313465118,7.1,0.571428596973419,3.6,0.428571432828903,24,3,0,1,1,26,1,55,21,1,1,0.94,0.59,0,0,0
"6600",3090,0,1,0.06,23.7,7.1,0.41,24,3.6,0.0869565233588219,23.7,0.91304349899292,7.1,0.678571403026581,3.6,0.321428567171097,24,3,0,1,1,51,0,1,23,1,1,0.94,0.59,0,0,0
"6601",3081,0,1,0.06,23.7,7.1,0.41,24,3.6,1,7.1,0,0,0.699999988079071,3.6,0.300000011920929,24,3,0,1,1,21,1,56,20,0,1,0.94,0.59,1,1,0
"6602",3091,0,1,0.06,23.7,7.1,0.41,24,3.6,0.117647059261799,23.7,0.882352948188782,7.1,0.392857134342194,24,0.607142865657806,3.6,3,0,1,1,45,0,17,21,0,1,0.94,0.59,0,0,0
"6603",3096,0,2,0.06,23.7,7.1,0.41,24,3.6,0.931034505367279,7.1,0.0689655169844627,23.7,0.600000023841858,24,0.400000005960464,3.6,3,0,1,0,85,1,38,29,1,1,0.94,0.59,0,0,0
"6604",3092,0,1,0.06,23.7,7.1,0.41,24,3.6,0.0416666679084301,23.7,0.958333313465118,7.1,0.600000023841858,3.6,0.400000005960464,24,3,0,1,1,59,0,11,22,1,1,0.94,0.59,0,0,0
"6605",3093,0,1,0.06,23.7,7.1,0.41,24,3.6,1,7.1,0,0,1,3.6,0,0,3,0,1,1,2,1,54,23,1,1,0.94,0.59,1,1,0
"6606",3097,1,1,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,1,NA,1,5,21,1,1,0.94,0.59,0,0,0
"6607",3098,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,21,22,1,1,0.94,0.59,0,0,0
"6608",3099,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,24,19,1,1,0.94,0.59,0,0,0
"6609",3082,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,29,30,1,1,0.94,0.59,0,0,0
"6610",3107,1,1,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,1,NA,1,59,21,1,1,0.94,0.59,0,0,0
"6611",3100,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,6,21,1,1,0.94,0.59,0,0,0
"6612",3105,1,1,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,1,NA,1,45,25,0,1,0.94,0.59,0,0,0
"6613",3104,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,20,23,0,1,0.94,0.59,0,0,0
"6614",3103,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,24,25,1,1,0.94,0.59,0,0,0
"6615",3101,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,11,22,1,1,0.94,0.59,0,0,0
"6616",3102,1,1,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,1,NA,1,39,33,1,1,0.94,0.59,0,0,0
"6617",3109,0,1,0.06,23.7,7.1,0.41,24,3.6,0.16666667163372,23.7,0.833333313465118,7.1,0.540540516376495,24,0.459459453821182,3.6,3,0,1,1,56,0,12,20,1,1,0.94,0.59,0,0,0
"6618",3118,0,1,0.06,23.7,7.1,0.41,24,3.6,0.111111111938953,23.7,0.888888895511627,7.1,0.600000023841858,24,0.400000005960464,3.6,3,0,1,1,19,1,5,22,1,1,0.94,0.59,0,0,0
"6619",3112,0,2,0.06,23.7,7.1,0.41,24,3.6,0.0454545468091965,23.7,0.954545438289642,7.1,0.481481492519379,3.6,0.518518507480621,24,3,0,1,0,52,0,35,25,1,1,0.94,0.59,0,0,0
"6620",3113,0,1,0.06,23.7,7.1,0.41,24,3.6,0.0625,23.7,0.9375,7.1,0.727272748947144,3.6,0.272727280855179,24,3,0,1,1,27,1,46,23,0,1,0.94,0.59,0,0,0
"6621",3114,0,1,0.06,23.7,7.1,0.41,24,3.6,0.300000011920929,23.7,0.699999988079071,7.1,0.555555582046509,3.6,0.444444447755814,24,3,0,1,1,20,0,25,23,1,1,0.94,0.59,0,0,0
"6622",3115,0,2,0.06,23.7,7.1,0.41,24,3.6,0.931034505367279,7.1,0.0689655169844627,23.7,0.310344815254211,24,0.689655184745789,3.6,3,0,1,0,58,1,59,23,0,1,0.94,0.59,0,0,0
"6623",3116,0,2,0.06,23.7,7.1,0.41,24,3.6,0.0833333358168602,23.7,0.916666686534882,7.1,0.578947365283966,3.6,0.421052634716034,24,3,0,1,0,62,0,21,21,1,1,0.94,0.59,0,0,0
"6624",3094,0,2,0.06,23.7,7.1,0.41,24,3.6,0.0294117648154497,23.7,0.970588207244873,7.1,0.424242436885834,24,0.575757563114166,3.6,3,0,1,0,67,0,42,22,1,1,0.94,0.59,0,0,0
"6625",3127,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,42,21,1,1,0.94,0.59,0,0,0
"6626",3119,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,51,25,0,1,0.94,0.59,0,0,0
"6627",3110,1,1,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,1,NA,1,37,19,1,1,0.94,0.59,0,0,0
"6628",3111,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,9,24,1,1,0.94,0.59,0,0,0
"6629",3120,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,18,21,1,1,0.94,0.59,0,0,0
"6630",3121,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,8,20,0,1,0.94,0.59,0,0,0
"6631",3126,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,37,21,0,1,0.94,0.59,0,0,0
"6632",3125,1,1,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,1,NA,1,18,23,1,1,0.94,0.59,0,0,0
"6633",3123,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,16,21,1,1,0.94,0.59,0,0,0
"6634",3117,1,2,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,0,NA,1,33,27,1,1,0.94,0.59,0,0,0
"6635",3122,1,1,0.06,23.7,7.1,0.41,24,3.6,0.0599999986588955,23.7,0.939999997615814,7.1,0.409999996423721,24,0.589999973773956,3.6,3,0,1,1,NA,1,2,29,0,1,0.94,0.59,0,0,0
"6636",3010,0,2,0.1,1.6,8.7,0.65,16.7,1.2,0.125,1.6,0.875,8.7,0.470588237047195,1.2,0.529411792755127,16.7,3,0,2,1,25,1,24,31,1,1,0.9,0.35,0,0,0
"6637",3015,0,2,0.1,1.6,8.7,0.65,16.7,1.2,0.0769230797886848,1.6,0.923076927661896,8.7,0.555555582046509,1.2,0.444444447755814,16.7,3,0,2,1,22,0,12,22,1,1,0.9,0.35,0,0,0
"6638",3018,0,2,0.1,1.6,8.7,0.65,16.7,1.2,0.0476190485060215,1.6,0.952380955219269,8.7,0.846153855323792,16.7,0.15384615957737,1.2,3,0,2,1,34,1,32,20,1,1,0.9,0.35,0,0,0
"6639",3023,0,2,0.1,1.6,8.7,0.65,16.7,1.2,0.899999976158142,8.7,0.100000001490116,1.6,0.692307710647583,16.7,0.307692319154739,1.2,3,0,2,1,34,1,1,19,1,1,0.9,0.35,0,0,0
"6640",3021,0,2,0.1,1.6,8.7,0.65,16.7,1.2,0.181818187236786,1.6,0.818181812763214,8.7,0.625,16.7,0.375,1.2,3,0,2,1,30,0,46,24,1,1,0.9,0.35,0,0,0
"6641",3013,0,2,0.1,1.6,8.7,0.65,16.7,1.2,0.818181812763214,8.7,0.181818187236786,1.6,0.423076927661896,1.2,0.576923072338104,16.7,3,0,2,1,49,1,35,25,0,1,0.9,0.35,0,0,0
"6642",3014,0,2,0.1,1.6,8.7,0.65,16.7,1.2,0.791666686534882,8.7,0.20833332836628,1.6,0.272727280855179,1.2,0.727272748947144,16.7,3,0,2,1,46,0,49,20,1,1,0.9,0.35,0,0,0
"6643",3022,0,1,0.1,1.6,8.7,0.65,16.7,1.2,1,8.7,0,0,0.444444447755814,16.7,0.555555582046509,1.2,3,0,2,0,28,1,53,20,1,1,0.9,0.35,1,1,0
"6644",3017,0,2,0.1,1.6,8.7,0.65,16.7,1.2,0.114285714924335,1.6,0.885714292526245,8.7,0.666666686534882,16.7,0.333333343267441,1.2,3,0,2,1,126,0,50,24,0,1,0.9,0.35,0,0,0
"6645",3016,0,2,0.1,1.6,8.7,0.65,16.7,1.2,0.0416666679084301,1.6,0.958333313465118,8.7,0.275862067937851,1.2,0.724137902259827,16.7,3,0,2,1,54,1,23,21,0,1,0.9,0.35,0,0,0
"6646",3019,0,2,0.1,1.6,8.7,0.65,16.7,1.2,1,8.7,0,0,0.75,16.7,0.25,1.2,3,0,2,1,7,0,25,27,0,1,0.9,0.35,1,1,0
"6647",3024,1,2,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,1,NA,1,15,23,1,1,0.9,0.35,0,0,0
"6648",3026,1,1,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,0,NA,1,37,21,0,1,0.9,0.35,0,0,0
"6649",3020,1,2,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,1,NA,1,12,24,0,1,0.9,0.35,0,0,0
"6650",3027,1,1,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,0,NA,1,30,22,1,1,0.9,0.35,0,0,0
"6651",3028,1,2,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,1,NA,1,1,23,0,1,0.9,0.35,0,0,0
"6652",3036,1,2,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,1,NA,1,14,22,1,1,0.9,0.35,0,0,0
"6653",3034,1,2,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,1,NA,1,45,18,1,1,0.9,0.35,0,0,0
"6654",3033,1,2,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,1,NA,1,21,27,0,1,0.9,0.35,0,0,0
"6655",3032,1,1,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,0,NA,1,28,26,1,1,0.9,0.35,0,0,0
"6656",3030,1,2,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,1,NA,1,20,21,1,1,0.9,0.35,0,0,0
"6657",3029,1,2,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,1,NA,1,23,20,0,1,0.9,0.35,0,0,0
"6658",3038,0,2,0.1,1.6,8.7,0.65,16.7,1.2,0.1875,1.6,0.8125,8.7,0.400000005960464,1.2,0.600000023841858,16.7,3,0,2,1,36,1,17,26,1,1,0.9,0.35,0,0,0
"6659",3039,0,2,0.1,1.6,8.7,0.65,16.7,1.2,1,8.7,0,0,0.210526317358017,1.2,0.789473712444305,16.7,3,0,2,1,48,0,10,21,0,1,0.9,0.35,1,1,0
"6660",3040,0,2,0.1,1.6,8.7,0.65,16.7,1.2,0.25,1.6,0.75,8.7,0.75,16.7,0.25,1.2,3,0,2,1,16,1,34,25,1,1,0.9,0.35,0,0,0
"6661",3041,0,1,0.1,1.6,8.7,0.65,16.7,1.2,0.891891896724701,8.7,0.10810811072588,1.6,0.482142865657806,1.2,0.517857134342194,16.7,3,0,2,0,94,0,30,29,1,1,0.9,0.35,0,0,0
"6662",3042,0,2,0.1,1.6,8.7,0.65,16.7,1.2,0.25,1.6,0.75,8.7,0.28571429848671,1.2,0.714285731315613,16.7,3,0,2,1,36,1,59,23,1,1,0.9,0.35,0,0,0
"6663",3043,0,1,0.1,1.6,8.7,0.65,16.7,1.2,1,8.7,0,0,0.375,1.2,0.625,16.7,3,0,2,0,39,0,58,22,0,1,0.9,0.35,1,1,0
"6664",3044,0,2,0.1,1.6,8.7,0.65,16.7,1.2,0.666666686534882,8.7,0.333333343267441,1.6,0.333333343267441,1.2,0.666666686534882,16.7,3,0,2,1,6,1,53,21,1,1,0.9,0.35,0,0,0
"6665",3045,0,2,0.1,1.6,8.7,0.65,16.7,1.2,0.692307710647583,8.7,0.307692319154739,1.6,0.416666656732559,1.2,0.583333313465118,16.7,3,0,2,1,38,0,47,20,1,1,0.9,0.35,0,0,0
"6666",3046,0,1,0.1,1.6,8.7,0.65,16.7,1.2,0.875,8.7,0.125,1.6,0.714285731315613,16.7,0.28571429848671,1.2,3,0,2,0,30,1,3,23,1,1,0.9,0.35,0,0,0
"6667",3048,0,1,0.1,1.6,8.7,0.65,16.7,1.2,0.944444417953491,8.7,0.0555555559694767,1.6,0.533333361148834,16.7,0.466666668653488,1.2,3,0,2,0,51,1,48,20,1,1,0.9,0.35,0,0,0
"6668",3049,0,2,0.1,1.6,8.7,0.65,16.7,1.2,0.25,1.6,0.75,8.7,0.4375,1.2,0.5625,16.7,3,0,2,1,28,0,24,23,0,1,0.9,0.35,0,0,0
"6669",3055,1,2,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,1,NA,1,22,22,1,1,0.9,0.35,0,0,0
"6670",3056,1,1,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,0,NA,1,13,22,0,1,0.9,0.35,0,0,0
"6671",3057,1,1,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,0,NA,1,56,22,1,1,0.9,0.35,0,0,0
"6672",3060,1,2,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,1,NA,1,50,23,0,1,0.9,0.35,0,0,0
"6673",3058,1,1,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,0,NA,1,30,28,1,1,0.9,0.35,0,0,0
"6674",3059,1,2,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,1,NA,1,40,26,0,1,0.9,0.35,0,0,0
"6675",3050,1,2,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,1,NA,1,14,25,1,1,0.9,0.35,0,0,0
"6676",3051,1,2,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,1,NA,1,16,21,1,1,0.9,0.35,0,0,0
"6677",3047,1,2,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,1,NA,1,17,29,0,1,0.9,0.35,0,0,0
"6678",3053,1,2,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,1,NA,1,44,26,0,1,0.9,0.35,0,0,0
"6679",3054,1,1,0.1,1.6,8.7,0.65,16.7,1.2,0.100000001490116,1.6,0.899999976158142,8.7,0.649999976158142,16.7,0.349999994039536,1.2,3,0,2,0,NA,1,41,20,1,1,0.9,0.35,0,0,0
