,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom,prelec_elevation,prelec_gamma,tau
0,0,True,1467.06131456,5,261,2961.94523115,69.3025247674,0.0212545405151,1.97261567027,1.36445495891,19.7182546623
