,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom,prelec_elevation,prelec_gamma,tau
0,0,True,1245.50404709,5,243,2518.47340139,19.9469074,0.0286983144626,1.23497579719,2.10098190412,185.793229125
