,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,1200,0.02412135293,1.02402018551,0.490967626973
1,1,True,2,1200,0.02412135293,1.02402018786,0.490967634129
2,2,True,2,1200,0.02412135293,1.02402017741,0.490967634605
3,3,True,2,1200,0.02412135293,1.02402019044,0.490967624165
4,4,True,2,1200,0.02412135293,1.02402018727,0.490967629766
