,iteration,success,k,N,msd,llh,prelec_gamma,s
0,0,True,2,6000,,3336.38810994,1.00834395329,0.505875932387
1,1,True,2,6000,,3336.38811141,1.00832758767,0.505863172035
2,2,True,2,6000,,3336.38811258,1.0083802889,0.505911436377
