,iteration,success,k,N,msd,llh,prelec_gamma,s
0,0,True,2,6000,,3382.34856505,0.96300019968,0.48599419616
1,1,True,2,6000,,3382.34856518,0.963060071603,0.485942200289
2,2,True,2,6000,,3382.34856336,0.963053162937,0.485957681652
