,iteration,success,k,N,msd,llh,prelec_gamma,s
0,0,True,2,6000,,3131.08420843,1.12421013299,0.591701122158
1,1,True,2,6000,,3131.08420664,1.12424458828,0.591695526925
2,2,True,2,6000,,3131.08420717,1.12425895068,0.591703031341
