,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,1200,0.0233907580319,1.42796513002,0.835171475503
1,1,True,2,1200,0.0233907580319,1.4279651471,0.835171479766
2,2,True,2,1200,0.0233907580319,1.4279651315,0.835171474978
