,iteration,success,k,N,msd,llh,prelec_gamma,s
0,0,True,2,6000,,3193.61821077,0.876825986108,0.565246717502
1,1,True,2,6000,,3193.61820907,0.876818200749,0.565233564322
2,2,True,2,6000,,3193.61820923,0.876778600605,0.565230281898
