,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,1200,0.0124377715777,0.625791605683,0.840619495187
1,1,True,2,1200,0.0124377715777,0.625791605804,0.840619495539
2,2,True,2,1200,0.0124377715777,0.625791606439,0.840619490701
3,3,True,2,1200,0.0124377715777,0.625791606114,0.840619490019
4,4,True,2,1200,0.0124377715777,0.625791604076,0.840619498647
