,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,1200,0.01799013039,0.824244008778,0.538642624371
1,1,True,2,1200,0.01799013039,0.824244007395,0.538642622416
2,2,True,2,1200,0.01799013039,0.824244014933,0.538642624599
