,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,1200,0.0227531223927,1.34022761523,0.412712351567
1,1,True,2,1200,0.0227531223927,1.34022761245,0.412712348475
2,2,True,2,1200,0.0227531223927,1.34022761206,0.412712349743
3,3,True,2,1200,0.0227531223927,1.34022761979,0.412712351523
4,4,True,2,1200,0.0227531223927,1.34022761253,0.412712344679
