,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,1200,0.0112115335263,1.03725929298,0.764705137923
1,1,True,2,1200,0.0112115335263,1.03725929638,0.764705150673
2,2,True,2,1200,0.0112115335263,1.03725929286,0.764705139127
3,3,True,2,1200,0.0112115335263,1.03725929154,0.76470513409
4,4,True,2,1200,0.0112115335263,1.0372592908,0.764705148758
