,iteration,success,nllh,k,N,bic,lambda,pow_gain,prelec_elevation,prelec_gamma,tau
0,0,True,1316.5840418,5,234,2660.44468917,0.000432895984194,0.833131391833,1.16752819862,0.761686957058,0.655596761461
