,iteration,success,nllh,k,N,bic,phi,pow_gain,prelec_elevation,prelec_gamma,s,tau
0,0,True,1221.40638868,6,234,2475.54470406,0.00111659459497,0.759119391222,1.13548666165,0.903131725692,1.12531200744,0.361353480768
