,iteration,success,nllh,k,N,bic,phi,pow_gain,prelec_elevation,prelec_gamma,s
0,0,True,1223.80802433,5,234,2474.89265424,-7.89092691984e-08,0.974900367283,0.996312680558,1.09272048821,0.973819708215
