,iteration,success,nllh,k,N,bic,pow_gain,pow_loss,prelec_elevation,prelec_gamma,s
0,0,True,1219.47778627,5,234,2466.23217812,0.88318284345,1.0249607318,1.08409911458,0.996931138876,1.01620219599
