,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,s,tau
0,0,True,1221.54368421,5,234,2470.36397401,0.830863810942,1.22053792405,0.88648019509,1.13147523046,0.409576582959
