,iteration,success,nllh,k,N,bic,prelec_elevation,prelec_elevation_loss,prelec_gamma,prelec_gamma_loss,s
0,0,True,209.581489081,5,39,437.480786393,1.13663226017,1.18417428556,1.23260630836,1.02215221104,0.154179956484
