,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta(group=fearful),theta(group=happy)
0,0,True,2810.19340375,6,504,5657.7222651,0.285787608942,0.273064337854,1.45053815917,3.3750660149,17.2175814076,12.1413751926
