,iteration,success,nllh,k,N,bic,prelec_elevation,prelec_gamma,tau,theta,theta(group=fearful)
0,0,True,1571.22297691,5,276,3170.54795814,1.31989417544,0.834609722452,15.2098977862,30.1970266534,67.674279596
