,iteration,success,nllh,k,N,bic,c,c_sigma,prelec_elevation,prelec_gamma,tau,theta
0,0,True,4633.59653323,6,1170,9309.58162062,1.10100384233,29.2190178919,0.701504183816,2.3954249958,40.9194430846,95.6439969957
