,iteration,success,nllh,k,N,bic,c_0,c_sigma,prelec_elevation,prelec_gamma,tau,theta
0,0,True,4616.02976431,6,1170,9274.44808279,-4.129210992,26.0526119937,1.78279485665,1.11759744428,34.0515220104,82.4028303204
