,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau,theta
0,0,True,4598.62008022,5,1170,9232.56395557,30.8250674168,1.96855310502,2.13687994689,37.8890818999,93.4091272158
