,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,sc2,tau_trunc,theta
0,0,True,4583.77697508,6,1170,9209.94250434,36.0364040277,1.65098876063,1.31964112414,0.293888578192,62.146940441,106.332573488
