,iteration,success,nllh,k,N,bic,p_stay,prelec_elevation,prelec_gamma,tau,theta
0,0,True,5194.36294945,5,1170,10424.049694,0.00110119868053,0.313338375046,1.03562462531,76.728148189,13.283729317
