,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,sc2,tau,theta
0,0,True,4594.88483701,6,1170,9232.15822819,25.5705143833,2.93745997446,1.12572302632,4.78126519931,33.7705948389,74.5637113538
