,iteration,success,nllh,k,N,bic,c_sigma,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,4593.9368984,6,1170,9230.26235097,17.9094697491,1.03319927967,1.15572376184,1.62467058047,23.5727236464,58.4658377845
