,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau_rel_trunc,theta
0,0,True,4601.40336028,5,1170,9238.1305157,15.0978540343,1.36820808704,1.95013868191,14.9708671689,46.7026168507
