,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,4957.47707224,5,1170,9950.27793962,0.0753455431619,1.45977985736,2.07495926534,24.2956817673,0.651832326986
