,iteration,success,nllh,k,N,bic,p_stay,prelec_elevation,prelec_gamma,tau,theta
0,0,True,4896.00694256,5,1170,9827.33768026,0.898992452086,0.923274923874,0.988644483467,18.7696520371,0.109773249092
