,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,sc,tau,theta
0,0,True,4560.22624585,6,1170,9162.84104586,12.9146075206,1.16009037249,1.54731061082,0.801338640094,13.6117036866,40.4382297822
