,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,4651.07209525,5,1170,9337.46798564,0.0342415626288,0.944788894886,2.54964087983,11.2998391486,3.51233701786
