,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,2980.6841975,5,614,5993.46836963,0.202788668863,0.395152655303,1.18366654061,91.2209685582,8.29330395563
