,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau_trunc,theta
0,0,True,1332.98140894,5,252,2693.60996332,19.8172464205,1.97763412831,0.878633943387,26.8238686484,130.316107189
