,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,1378.15555879,5,252,2783.95826302,0.369194362509,0.690576956887,0.798873013518,18.3652525804,14.5776868671
