,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau_rel_trunc,theta
0,0,True,1334.56126767,5,252,2696.76968078,24.391812832,2.94483310267,0.647714303479,0.367154458987,157.969744978
