,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau_trunc,theta
0,0,True,2341.81687636,5,530,4714.99813776,10.1845484655,0.968597248224,1.51095434799,17.087125622,43.7999119436
