,iteration,success,nllh,k,N,bic,c,c_sigma,prelec_elevation,prelec_gamma,tau,theta
0,0,True,1233.64442715,6,234,2500.02078099,3.47937299638,15.8300118988,1.5150560334,0.913036694209,25.3152648763,94.8590059188
