,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau_trunc,theta
0,0,True,1237.47401681,5,234,2502.22463919,17.9643170018,1.21958841913,1.02356242644,58.7929700236,113.447407495
