,iteration,success,nllh,k,N,bic,c_0,c_sigma,prelec_elevation,prelec_gamma,tau,theta
0,0,True,1238.57851145,6,234,2509.8889496,-3.40640252036,15.0400921563,1.29877859227,0.998861950888,28.7794947097,94.4126429459
