,iteration,success,nllh,k,N,bic,p_stay,prelec_elevation,prelec_gamma,tau_unif,theta
0,0,True,1243.29179575,5,234,2513.86019707,0.972166285115,0.427256975664,0.122124039105,0.619129227869,0.188149650533
