,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,r,tau,theta
0,0,True,1271.52436079,6,234,2575.78064827,0.535800571284,0.750148905132,0.731033066908,0.00838663150642,90.4708277815,28.0995123772
