,iteration,success,nllh,k,N,bic,p_stay,prelec_elevation,prelec_gamma,tau,theta
0,0,True,1243.76585222,5,234,2514.80831001,0.974313008861,1.13821393294,0.801389092842,13.6027634761,0.153432137838
