,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau,theta
0,0,True,1234.35575006,5,234,2495.9881057,14.3258991513,1.18457199617,0.883037365819,28.257135422,90.5719160599
