,iteration,success,nllh,k,N,bic,p_stay,prelec_elevation,prelec_gamma,tau,theta
0,0,True,1267.05820789,5,234,2561.39302136,0.860903339902,0.439839466222,0.705032852256,29.0278319636,6.36311607646
