,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau_normal_trunc,theta
0,0,True,1239.6249025,5,234,2506.52641058,20.6580354242,1.30564314859,0.802803324655,52.0935150241,129.69266624
