,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom,prelec_elevation,prelec_gamma,tau
0,0,True,1239.22983548,5,234,2505.73627654,36.4868942033,0.0250960364327,1.63382028035,0.939720254195,25.7671018708
