,iteration,success,nllh,k,N,bic,c,c_sigma,p_stop_geom,prelec_elevation,prelec_gamma,tau
0,0,True,1240.93485437,6,234,2514.60163544,30.6844210154,19.5790486991,0.0266414049586,0.921319058432,2.11109596551,5.84383934483
