,iteration,success,nllh,k,N,bic,c_0,c_sigma,p_stop_geom,prelec_elevation,prelec_gamma,tau
0,0,True,1237.78339114,6,234,2508.29870897,4.32948559535,43.1375044708,0.0265782254227,2.22921801453,0.506831445282,13.1082349627
