"subject" "problem" "trial" "option" "outcome" "order"
"2456" 7 3 28 1 -4 4
"2457" 7 3 29 0 -3 4
"2458" 7 3 30 1 -4 4
"2459" 7 3 31 0 -3 4
"2460" 7 3 32 1 -4 4
"2461" 7 3 33 0 -3 4
"2462" 7 4 1 0 32 7
"2463" 7 4 2 1 3 7
"2464" 7 4 3 0 0 7
"2465" 7 4 4 1 3 7
"2466" 7 4 5 0 0 7
"2467" 7 4 6 1 3 7
"2468" 7 4 7 0 0 7
"2469" 7 4 8 1 3 7
"2470" 7 4 9 0 0 7
"2471" 7 4 10 1 3 7
"2472" 7 4 11 0 0 7
"2473" 7 4 12 1 3 7
"2474" 7 4 13 0 0 7
"2475" 7 4 14 1 3 7
"2476" 7 4 15 0 0 7
"2477" 7 4 16 1 3 7
"2478" 7 4 17 0 32 7
"2479" 7 4 18 1 3 7
"2480" 7 4 19 0 32 7
"2481" 7 4 20 1 3 7
"2482" 7 4 21 0 0 7
"2483" 7 5 1 0 0 3
"2484" 7 5 2 0 0 3
"2485" 7 5 3 0 0 3
"2486" 7 5 4 0 0 3
"2487" 7 5 5 0 0 3
"2488" 7 5 6 0 0 3
"2489" 7 5 7 0 0 3
"2490" 7 5 8 0 0 3
"2491" 7 5 9 0 0 3
"2492" 7 5 10 1 0 3
"2493" 7 5 11 1 0 3
"2494" 7 5 12 1 0 3
"2495" 7 5 13 1 0 3
"2496" 7 5 14 0 0 3
"2497" 7 5 15 0 0 3
"2498" 7 5 16 0 0 3
"2499" 7 5 17 0 0 3
"2500" 7 5 18 1 0 3
"2501" 7 5 19 1 0 3
"2502" 7 5 20 1 0 3
"2503" 7 5 21 1 3 3
"2504" 7 5 22 1 0 3
"2505" 7 5 23 0 0 3
"2506" 7 5 24 0 0 3
"2507" 7 5 25 0 0 3
"2508" 7 5 26 0 0 3
"2509" 7 5 27 0 0 3
"2510" 7 5 28 0 0 3
"2511" 7 5 29 0 0 3
"2512" 7 5 30 0 0 3
"2513" 7 5 31 0 0 3
"2514" 7 5 32 0 0 3
"2515" 7 5 33 0 32 3
"2516" 7 5 34 0 0 3
"2517" 7 5 35 0 0 3
"2518" 7 6 1 1 5 8
"2519" 7 6 2 0 3 8
"2520" 7 6 3 1 5 8
"2521" 7 6 4 0 3 8
"2522" 7 6 5 1 0 8
"2523" 7 6 6 0 3 8
"2524" 7 6 7 1 0 8
"2525" 7 6 8 0 3 8
"2526" 7 6 9 1 0 8
"2527" 7 6 10 0 3 8
"2528" 7 6 11 1 5 8
"2529" 7 6 12 0 3 8
"2530" 7 6 13 1 5 8
"2531" 7 6 14 0 3 8
"2532" 7 6 15 1 0 8
"2533" 7 6 16 0 3 8
"2534" 7 6 17 1 0 8
"2535" 7 6 18 0 3 8
"2536" 7 6 19 1 0 8
"2537" 7 7 1 0 0 6
"2538" 7 7 2 1 0 6
"2539" 7 7 3 0 11 6
"2540" 7 7 4 1 0 6
"2541" 7 7 5 0 0 6
"2542" 7 7 6 1 4 6
"2543" 7 7 7 0 11 6
"2544" 7 7 8 1 4 6
"2545" 7 7 9 0 11 6
"2546" 7 8 1 0 0 1
"2547" 7 8 2 0 0 1
"2548" 7 8 3 0 0 1
"2549" 7 8 4 0 -12 1
"2550" 7 8 5 0 0 1
"2551" 7 8 6 0 0 1
"2552" 7 8 7 0 0 1
"2553" 7 8 8 0 -12 1
"2554" 7 8 9 0 -12 1
"2555" 7 8 10 0 -12 1
"2556" 7 8 11 1 0 1
"2557" 7 8 12 1 0 1
"2558" 7 8 13 1 0 1
"2559" 7 8 14 1 0 1
"2560" 7 8 15 1 0 1
"2561" 7 8 16 1 0 1
"2562" 7 8 17 1 0 1
"2563" 7 8 18 1 0 1
"2564" 7 8 19 1 0 1
"2565" 7 8 20 1 0 1
"2566" 7 8 21 1 0 1
"2567" 7 8 22 1 0 1
"2568" 7 8 23 1 0 1
"2569" 7 8 24 1 0 1
"2570" 7 8 25 1 0 1
"2571" 7 9 1 1 0 5
"2572" 7 9 2 0 -4 5
"2573" 7 9 3 1 0 5
"2574" 7 9 4 0 0 5
"2575" 7 9 5 1 0 5
"2576" 7 9 6 0 0 5
"2577" 7 9 7 1 0 5
"2578" 7 9 8 0 0 5
"2579" 7 9 9 1 0 5
"2580" 7 9 10 0 -4 5
"2581" 7 9 11 1 -3 5
"2582" 7 9 12 0 0 5
"2583" 7 9 13 1 0 5
"2584" 7 9 14 0 0 5
"2585" 8 1 1 1 3 2
"2586" 8 1 2 0 4 2
"2587" 8 1 3 1 3 2
"2588" 8 1 4 0 0 2
"2589" 8 1 5 1 3 2
"2590" 8 1 6 0 4 2
"2591" 8 1 7 1 3 2
"2592" 8 1 8 0 0 2
"2593" 8 1 9 1 3 2
"2594" 8 1 10 0 4 2
"2595" 8 1 11 1 3 2
"2596" 8 1 12 0 4 2
"2597" 8 1 13 1 3 2
"2598" 8 1 14 0 4 2
"2599" 8 1 15 1 3 2
"2600" 8 1 16 1 3 2
"2601" 8 1 17 1 3 2
"2602" 8 1 18 1 3 2
"2603" 8 1 19 1 3 2
"2604" 8 1 20 1 3 2
"2605" 8 1 21 0 4 2
"2606" 8 1 22 0 4 2
"2607" 8 1 23 0 4 2
"2608" 8 1 24 0 4 2
"2609" 8 1 25 0 0 2
"2610" 8 1 26 0 4 2
"2611" 8 1 27 0 0 2
"2612" 8 1 28 0 4 2
"2613" 8 1 29 0 4 2
"2614" 8 1 30 0 4 2
"2615" 8 1 31 0 4 2
"2616" 8 1 32 0 4 2
"2617" 8 1 33 0 4 2
"2618" 8 1 34 1 3 2
"2619" 8 2 1 1 0 7
"2620" 8 2 2 0 -3 7
"2621" 8 2 3 1 0 7
"2622" 8 2 4 0 -3 7
"2623" 8 2 5 1 0 7
"2624" 8 2 6 0 -3 7
"2625" 8 2 7 1 0 7
"2626" 8 2 8 0 -3 7
"2627" 8 2 9 1 0 7
"2628" 8 2 10 0 -3 7
"2629" 8 2 11 1 0 7
"2630" 8 2 12 0 -3 7
"2631" 8 2 13 1 0 7
"2632" 8 2 14 0 -3 7
"2633" 8 2 15 1 0 7
"2634" 8 2 16 1 0 7
"2635" 8 2 17 1 0 7
"2636" 8 2 18 1 0 7
"2637" 8 2 19 1 0 7
"2638" 8 2 20 1 0 7
"2639" 8 2 21 1 0 7
"2640" 8 2 22 1 0 7
"2641" 8 2 23 1 0 7
"2642" 8 2 24 1 -32 7
"2643" 8 2 25 0 -3 7
"2644" 8 2 26 0 -3 7
"2645" 8 2 27 0 -3 7
"2646" 8 2 28 0 -3 7
"2647" 8 2 29 0 -3 7
"2648" 8 2 30 0 -3 7
"2649" 8 2 31 0 -3 7
"2650" 8 2 32 0 -3 7
"2651" 8 2 33 0 -3 7
"2652" 8 2 34 0 -3 7
"2653" 8 2 35 0 -3 7
"2654" 8 2 36 0 -3 7
"2655" 8 2 37 1 0 7
"2656" 8 2 38 1 0 7
"2657" 8 2 39 1 0 7
"2658" 8 2 40 1 0 7
"2659" 8 2 41 1 0 7
"2660" 8 2 42 1 0 7
"2661" 8 2 43 1 0 7
"2662" 8 2 44 1 0 7
"2663" 8 2 45 1 0 7
"2664" 8 2 46 1 0 7
"2665" 8 2 47 1 0 7
"2666" 8 2 48 1 0 7
"2667" 8 2 49 1 0 7
"2668" 8 2 50 1 0 7
"2669" 8 2 51 1 0 7
"2670" 8 3 1 1 -4 8
"2671" 8 3 2 1 -4 8
"2672" 8 3 3 1 -4 8
"2673" 8 3 4 1 0 8
"2674" 8 3 5 1 -4 8
"2675" 8 3 6 1 -4 8
"2676" 8 3 7 1 -4 8
"2677" 8 3 8 1 -4 8
"2678" 8 3 9 1 0 8
"2679" 8 3 10 0 -3 8
"2680" 8 3 11 0 -3 8
"2681" 8 3 12 0 -3 8
"2682" 8 3 13 0 -3 8
"2683" 8 3 14 0 -3 8
"2684" 8 3 15 0 -3 8
"2685" 8 3 16 0 -3 8
"2686" 8 3 17 0 -3 8
"2687" 8 3 18 0 -3 8
"2688" 8 3 19 0 -3 8
"2689" 8 3 20 0 -3 8
"2690" 8 3 21 0 -3 8
"2691" 8 3 22 0 -3 8
"2692" 8 3 23 0 -3 8
"2693" 8 3 24 0 -3 8
"2694" 8 3 25 0 -3 8
"2695" 8 3 26 0 -3 8
"2696" 8 3 27 0 -3 8
"2697" 8 3 28 0 -3 8
"2698" 8 3 29 0 -3 8
"2699" 8 3 30 0 -3 8
"2700" 8 3 31 1 -4 8
"2701" 8 3 32 1 -4 8
"2702" 8 3 33 1 0 8
"2703" 8 4 1 1 3 6
"2704" 8 4 2 0 0 6
"2705" 8 4 3 1 3 6
"2706" 8 4 4 0 0 6
"2707" 8 4 5 1 3 6
"2708" 8 4 6 0 0 6
"2709" 8 4 7 1 3 6
"2710" 8 4 8 0 0 6
"2711" 8 4 9 1 3 6
"2712" 8 4 10 0 0 6
"2713" 8 4 11 1 3 6
"2714" 8 4 12 0 32 6
"2715" 8 4 13 1 3 6
"2716" 8 4 14 0 0 6
"2717" 8 4 15 1 3 6
"2718" 8 4 16 0 0 6
"2719" 8 4 17 0 0 6
"2720" 8 4 18 0 0 6
"2721" 8 4 19 0 0 6
"2722" 8 4 20 0 0 6
"2723" 8 4 21 0 0 6
"2724" 8 4 22 0 0 6
"2725" 8 4 23 0 0 6
"2726" 8 4 24 0 0 6
"2727" 8 4 25 0 0 6
"2728" 8 4 26 0 0 6
"2729" 8 4 27 0 32 6
"2730" 8 4 28 0 0 6
"2731" 8 4 29 0 0 6
"2732" 8 4 30 0 0 6
"2733" 8 4 31 0 0 6
"2734" 8 4 32 0 0 6
"2735" 8 4 33 0 0 6
"2736" 8 4 34 0 0 6
"2737" 8 4 35 0 0 6
"2738" 8 4 36 0 0 6
"2739" 8 4 37 0 0 6
"2740" 8 4 38 0 32 6
"2741" 8 4 39 0 32 6
"2742" 8 4 40 0 0 6
"2743" 8 4 41 0 0 6
"2744" 8 4 42 0 32 6
"2745" 8 4 43 0 0 6
"2746" 8 4 44 0 0 6
"2747" 8 4 45 0 0 6
"2748" 8 4 46 0 0 6
"2749" 8 4 47 0 0 6
"2750" 8 4 48 0 0 6
"2751" 8 4 49 0 0 6
"2752" 8 4 50 0 0 6
"2753" 8 4 51 0 0 6
"2754" 8 4 52 0 0 6
"2755" 8 4 53 0 32 6
"2756" 8 4 54 0 0 6
"2757" 8 4 55 0 0 6
"2758" 8 4 56 0 0 6
"2759" 8 4 57 0 0 6
"2760" 8 4 58 0 0 6
"2761" 8 4 59 0 0 6
"2762" 8 4 60 1 3 6
"2763" 8 4 61 1 3 6
"2764" 8 4 62 1 3 6
"2765" 8 4 63 1 3 6
"2766" 8 4 64 1 3 6
"2767" 8 4 65 1 3 6
"2768" 8 4 66 1 3 6
"2769" 8 4 67 1 3 6
"2770" 8 4 68 1 3 6
"2771" 8 4 69 1 3 6
"2772" 8 4 70 1 3 6
"2773" 8 4 71 1 3 6
"2774" 8 4 72 1 3 6
"2775" 8 4 73 1 3 6
"2776" 8 4 74 1 3 6
"2777" 8 4 75 1 3 6
"2778" 8 4 76 1 3 6
"2779" 8 4 77 1 3 6
"2780" 8 4 78 0 0 6
"2781" 8 4 79 0 0 6
"2782" 8 4 80 0 0 6
"2783" 8 4 81 0 0 6
"2784" 8 4 82 0 0 6
"2785" 8 4 83 0 0 6
"2786" 8 4 84 0 0 6
"2787" 8 4 85 0 0 6
"2788" 8 4 86 0 0 6
"2789" 8 4 87 0 0 6
"2790" 8 4 88 0 0 6
"2791" 8 4 89 0 32 6
"2792" 8 4 90 0 0 6
"2793" 8 4 91 0 0 6
"2794" 8 4 92 0 0 6
"2795" 8 4 93 0 32 6
"2796" 8 4 94 0 0 6
"2797" 8 4 95 0 0 6
"2798" 8 4 96 0 0 6
"2799" 8 4 97 0 0 6
"2800" 8 4 98 0 0 6
"2801" 8 4 99 0 0 6
"2802" 8 4 100 0 0 6
"2803" 8 4 101 0 0 6
"2804" 8 4 102 0 0 6
"2805" 8 4 103 0 0 6
"2806" 8 4 104 0 0 6
"2807" 8 4 105 0 0 6
"2808" 8 4 106 0 0 6
"2809" 8 4 107 0 0 6
"2810" 8 4 108 0 0 6
"2811" 8 4 109 0 0 6
"2812" 8 4 110 0 0 6
"2813" 8 4 111 0 0 6
"2814" 8 4 112 0 0 6
"2815" 8 4 113 0 0 6
"2816" 8 4 114 0 0 6
"2817" 8 4 115 0 0 6
"2818" 8 4 116 0 0 6
"2819" 8 4 117 0 0 6
"2820" 8 4 118 0 0 6
"2821" 8 4 119 0 0 6
"2822" 8 5 1 1 0 9
"2823" 8 5 2 1 0 9
"2824" 8 5 3 1 3 9
"2825" 8 5 4 1 0 9
"2826" 8 5 5 1 0 9
"2827" 8 5 6 1 3 9
"2828" 8 5 7 1 0 9
"2829" 8 5 8 1 0 9
"2830" 8 5 9 1 0 9
"2831" 8 5 10 0 32 9
"2832" 8 5 11 0 0 9
"2833" 8 5 12 0 0 9
"2834" 8 5 13 0 0 9
"2835" 8 5 14 0 0 9
"2836" 8 5 15 0 0 9
"2837" 8 5 16 0 0 9
"2838" 8 5 17 0 0 9
"2839" 8 5 18 0 0 9
"2840" 8 5 19 0 0 9
"2841" 8 5 20 0 0 9
"2842" 8 5 21 0 0 9
"2843" 8 5 22 0 0 9
"2844" 8 5 23 0 0 9
"2845" 8 5 24 0 0 9
"2846" 8 5 25 0 0 9
"2847" 8 5 26 0 32 9
"2848" 8 5 27 0 0 9
"2849" 8 5 28 0 0 9
"2850" 8 5 29 0 0 9
"2851" 8 5 30 0 0 9
"2852" 8 5 31 0 0 9
"2853" 8 5 32 0 0 9
"2854" 8 5 33 0 0 9
"2855" 8 5 34 0 0 9
"2856" 8 5 35 1 0 9
"2857" 8 5 36 1 0 9
"2858" 8 5 37 1 3 9
"2859" 8 5 38 1 0 9
"2860" 8 5 39 1 0 9
"2861" 8 5 40 1 0 9
"2862" 8 5 41 1 3 9
"2863" 8 5 42 1 0 9
"2864" 8 5 43 1 3 9
"2865" 8 5 44 1 0 9
"2866" 8 5 45 1 3 9
"2867" 8 5 46 1 0 9
"2868" 8 6 1 0 3 3
"2869" 8 6 2 1 5 3
"2870" 8 6 3 0 3 3
"2871" 8 6 4 1 0 3
"2872" 8 6 5 0 3 3
"2873" 8 6 6 1 0 3
"2874" 8 6 7 0 3 3
"2875" 8 6 8 1 5 3
"2876" 8 6 9 0 3 3
"2877" 8 6 10 1 0 3
"2878" 8 6 11 0 3 3
"2879" 8 6 12 1 0 3
"2880" 8 6 13 0 3 3
"2881" 8 6 14 1 5 3
"2882" 8 6 15 0 3 3
"2883" 8 6 16 1 5 3
"2884" 8 6 17 0 3 3
"2885" 8 6 18 1 0 3
"2886" 8 6 19 0 3 3
"2887" 8 6 20 1 0 3
"2888" 8 6 21 0 3 3
"2889" 8 6 22 1 0 3
"2890" 8 6 23 0 3 3
"2891" 8 6 24 1 0 3
"2892" 8 7 1 1 4 4
"2893" 8 7 2 0 0 4
"2894" 8 7 3 1 0 4
"2895" 8 7 4 0 11 4
"2896" 8 7 5 1 4 4
"2897" 8 7 6 0 0 4
"2898" 8 7 7 1 4 4
"2899" 8 7 8 0 0 4
"2900" 8 7 9 1 4 4
"2901" 8 7 10 0 0 4
"2902" 8 7 11 1 4 4
"2903" 8 7 12 0 0 4
"2904" 8 7 13 1 4 4
"2905" 8 7 14 0 11 4
"2906" 8 7 15 1 4 4
"2907" 8 7 16 0 11 4
"2908" 8 7 17 1 4 4
"2909" 8 7 18 0 0 4
"2910" 8 7 19 1 4 4
"2911" 8 7 20 0 0 4
"2912" 8 7 21 1 4 4
"2913" 8 7 22 0 0 4
"2914" 8 7 23 1 4 4
"2915" 8 7 24 0 11 4
"2916" 8 7 25 1 4 4
"2917" 8 7 26 0 0 4
"2918" 8 7 27 1 4 4
"2919" 8 7 28 0 11 4
"2920" 8 7 29 1 4 4
"2921" 8 7 30 0 0 4
"2922" 8 7 31 0 11 4
"2923" 8 7 32 0 11 4
"2924" 8 7 33 0 0 4
"2925" 8 7 34 0 11 4
"2926" 8 7 35 0 11 4
"2927" 8 7 36 0 0 4
"2928" 8 7 37 0 11 4
"2929" 8 8 1 1 0 1
"2930" 8 8 2 1 0 1
"2931" 8 8 3 1 0 1
"2932" 8 8 4 1 0 1
"2933" 8 8 5 1 0 1
"2934" 8 8 6 1 0 1
"2935" 8 8 7 1 0 1
"2936" 8 8 8 0 -12 1
"2937" 8 8 9 1 0 1
"2938" 8 8 10 0 0 1
"2939" 8 8 11 1 0 1
"2940" 8 8 12 0 0 1
"2941" 8 8 13 1 0 1
"2942" 8 8 14 1 0 1
"2943" 8 8 15 1 0 1
"2944" 8 8 16 0 -12 1
"2945" 8 8 17 0 -12 1
"2946" 8 8 18 0 0 1
"2947" 8 8 19 0 0 1
"2948" 8 8 20 0 0 1
"2949" 8 8 21 0 0 1
"2950" 8 8 22 1 0 1
"2951" 8 8 23 1 0 1
"2952" 8 8 24 1 -32 1
"2953" 8 8 25 1 0 1
"2954" 8 8 26 1 0 1
"2955" 8 8 27 1 0 1
"2956" 8 8 28 1 0 1
"2957" 8 8 29 1 -32 1
"2958" 8 8 30 1 0 1
"2959" 8 8 31 1 0 1
"2960" 8 8 32 1 0 1
"2961" 8 8 33 1 0 1
"2962" 8 8 34 1 0 1
"2963" 8 8 35 1 0 1
"2964" 8 8 36 1 0 1
"2965" 8 8 37 0 0 1
"2966" 8 8 38 0 -12 1
"2967" 8 8 39 0 0 1
"2968" 8 8 40 0 0 1
"2969" 8 8 41 0 0 1
"2970" 8 8 42 0 0 1
"2971" 8 8 43 0 -12 1
"2972" 8 9 1 0 0 5
"2973" 8 9 2 1 0 5
"2974" 8 9 3 0 0 5
"2975" 8 9 4 1 0 5
"2976" 8 9 5 0 -4 5
"2977" 8 9 6 1 0 5
"2978" 8 9 7 0 0 5
"2979" 8 9 8 1 0 5
"2980" 8 9 9 0 0 5
"2981" 8 9 10 1 -3 5
"2982" 8 9 11 0 0 5
"2983" 8 9 12 1 0 5
"2984" 8 9 13 0 0 5
"2985" 8 9 14 1 -3 5
"2986" 8 9 15 0 0 5
"2987" 8 9 16 1 0 5
"2988" 8 9 17 0 0 5
"2989" 8 9 18 1 0 5
"2990" 8 9 19 0 0 5
"2991" 8 9 20 1 -3 5
"2992" 8 9 21 0 0 5
"2993" 8 9 22 1 0 5
"2994" 8 9 23 0 0 5
"2995" 8 9 24 1 -3 5
"2996" 8 9 25 0 0 5
"2997" 8 9 26 1 0 5
"2998" 8 9 27 0 0 5
"2999" 8 9 28 1 0 5
"3000" 8 9 29 0 0 5
"3001" 8 9 30 1 0 5
"3002" 8 9 31 0 0 5
"3003" 8 9 32 1 0 5
"3004" 8 9 33 0 0 5
"3005" 8 9 34 1 0 5
"3006" 8 9 35 0 0 5
"3007" 8 9 36 1 0 5
"3008" 8 9 37 0 -4 5
"3009" 8 9 38 1 0 5
"3010" 8 9 39 0 0 5
"3011" 8 9 40 1 0 5
"3012" 8 9 41 0 0 5
"3013" 8 9 42 1 0 5
"3014" 8 9 43 0 0 5
"3015" 8 9 44 1 0 5
"3016" 8 9 45 0 0 5
"3017" 8 9 46 1 0 5
"3018" 8 9 47 0 0 5
"3019" 8 9 48 1 0 5
"3020" 8 9 49 0 0 5
"3021" 8 9 50 1 0 5
"3022" 8 9 51 0 0 5
"3023" 8 9 52 1 -3 5
"3024" 8 9 53 0 0 5
"3025" 8 9 54 1 0 5
"3026" 8 9 55 0 0 5
"3027" 8 9 56 1 -3 5
"3028" 9 1 1 0 4 3
"3029" 9 1 2 1 3 3
"3030" 9 1 3 0 4 3
"3031" 9 1 4 1 3 3
"3032" 9 1 5 0 0 3
"3033" 9 1 6 1 3 3
"3034" 9 1 7 0 4 3
"3035" 9 2 1 1 0 1
"3036" 9 2 2 0 -3 1
"3037" 9 2 3 1 0 1
"3038" 9 2 4 0 -3 1
"3039" 9 2 5 1 0 1
"3040" 9 3 1 0 -3 9
"3041" 9 3 2 1 -4 9
"3042" 9 3 3 0 -3 9
"3043" 9 3 4 1 -4 9
"3044" 9 3 5 0 -3 9
"3045" 9 3 6 1 -4 9
"3046" 9 3 7 0 -3 9
"3047" 9 4 1 0 0 8
"3048" 9 4 2 1 3 8
"3049" 9 4 3 0 0 8
"3050" 9 4 4 1 3 8
"3051" 9 4 5 0 32 8
"3052" 9 5 1 0 0 5
"3053" 9 5 2 1 0 5
"3054" 9 5 3 0 0 5
"3055" 9 5 4 1 0 5
"3056" 9 5 5 0 0 5
"3057" 9 6 1 1 5 4
"3058" 9 6 2 0 3 4
"3059" 9 6 3 1 5 4
"3060" 9 6 4 0 3 4
"3061" 9 6 5 1 0 4
"3062" 9 6 6 0 3 4
"3063" 9 6 7 1 0 4
"3064" 9 6 8 0 3 4
"3065" 9 6 9 1 0 4
"3066" 9 6 10 0 3 4
"3067" 9 7 1 0 0 7
"3068" 9 7 2 1 4 7
"3069" 9 7 3 0 0 7
"3070" 9 7 4 1 4 7
"3071" 9 7 5 0 11 7
"3072" 9 8 1 0 -12 6
"3073" 9 8 2 1 0 6
"3074" 9 8 3 0 -12 6
"3075" 9 8 4 1 -32 6
"3076" 9 8 5 0 0 6
"3077" 9 8 6 1 0 6
"3078" 9 9 1 1 -3 2
"3079" 9 9 2 0 0 2
"3080" 9 9 3 1 -3 2
"3081" 9 9 4 0 -4 2
"3082" 9 9 5 1 -3 2
"3083" 9 9 6 0 0 2
"3084" 10 1 1 0 4 6
"3085" 10 1 2 0 4 6
"3086" 10 1 3 0 4 6
"3087" 10 1 4 0 4 6
"3088" 10 1 5 0 4 6
"3089" 10 1 6 1 3 6
"3090" 10 1 7 1 3 6
"3091" 10 1 8 1 3 6
"3092" 10 1 9 1 3 6
"3093" 10 1 10 1 3 6
"3094" 10 2 1 0 -3 9
"3095" 10 2 2 0 -3 9
"3096" 10 2 3 0 -3 9
"3097" 10 2 4 0 -3 9
"3098" 10 2 5 0 -3 9
"3099" 10 2 6 0 -3 9
"3100" 10 2 7 1 -32 9
"3101" 10 2 8 1 0 9
"3102" 10 2 9 1 0 9
"3103" 10 2 10 1 0 9
"3104" 10 2 11 1 0 9
"3105" 10 2 12 1 0 9
"3106" 10 2 13 1 0 9
"3107" 10 2 14 0 -3 9
"3108" 10 2 15 0 -3 9
"3109" 10 2 16 0 -3 9
"3110" 10 2 17 0 -3 9
"3111" 10 3 1 1 -4 2
"3112" 10 3 2 1 -4 2
"3113" 10 3 3 1 -4 2
"3114" 10 3 4 0 -3 2
"3115" 10 3 5 0 -3 2
"3116" 10 3 6 0 -3 2
"3117" 10 3 7 0 -3 2
"3118" 10 3 8 1 -4 2
"3119" 10 3 9 1 0 2
"3120" 10 3 10 1 -4 2
"3121" 10 3 11 0 -3 2
"3122" 10 3 12 0 -3 2
"3123" 10 3 13 0 -3 2
"3124" 10 3 14 0 -3 2
"3125" 10 3 15 0 -3 2
"3126" 10 3 16 0 -3 2
"3127" 10 3 17 0 -3 2
"3128" 10 3 18 0 -3 2
"3129" 10 3 19 1 0 2
"3130" 10 3 20 1 0 2
"3131" 10 4 1 0 0 4
"3132" 10 4 2 0 0 4
"3133" 10 4 3 0 0 4
"3134" 10 4 4 1 3 4
"3135" 10 4 5 1 3 4
"3136" 10 4 6 1 3 4
"3137" 10 5 1 1 0 1
"3138" 10 5 2 1 0 1
"3139" 10 5 3 1 0 1
"3140" 10 5 4 1 0 1
"3141" 10 5 5 1 0 1
"3142" 10 5 6 1 3 1
"3143" 10 5 7 1 3 1
"3144" 10 5 8 1 3 1
"3145" 10 5 9 0 0 1
"3146" 10 5 10 0 0 1
"3147" 10 5 11 0 0 1
"3148" 10 5 12 0 0 1
"3149" 10 5 13 0 0 1
"3150" 10 5 14 0 0 1
"3151" 10 5 15 0 0 1
"3152" 10 5 16 0 0 1
"3153" 10 5 17 0 0 1
"3154" 10 5 18 0 0 1
"3155" 10 5 19 0 0 1
"3156" 10 5 20 0 0 1
"3157" 10 5 21 0 0 1
"3158" 10 5 22 0 0 1
"3159" 10 5 23 0 0 1
"3160" 10 5 24 0 0 1
"3161" 10 5 25 0 0 1
"3162" 10 5 26 0 0 1
"3163" 10 5 27 1 3 1
"3164" 10 6 1 0 3 3
"3165" 10 6 2 0 3 3
"3166" 10 6 3 0 3 3
"3167" 10 6 4 0 3 3
"3168" 10 6 5 1 5 3
"3169" 10 6 6 1 0 3
"3170" 10 6 7 1 5 3
"3171" 10 6 8 1 0 3
"3172" 10 6 9 1 0 3
"3173" 10 6 10 1 5 3
"3174" 10 6 11 1 5 3
"3175" 10 6 12 1 5 3
"3176" 10 6 13 1 5 3
"3177" 10 6 14 1 5 3
"3178" 10 6 15 0 3 3
"3179" 10 6 16 0 3 3
"3180" 10 6 17 0 3 3
"3181" 10 6 18 0 3 3
"3182" 10 6 19 0 3 3
"3183" 10 7 1 1 4 5
"3184" 10 7 2 1 4 5
"3185" 10 7 3 1 0 5
"3186" 10 7 4 1 4 5
"3187" 10 7 5 1 4 5
"3188" 10 7 6 0 0 5
"3189" 10 7 7 0 11 5
"3190" 10 7 8 0 0 5
"3191" 10 7 9 0 0 5
"3192" 10 7 10 0 0 5
"3193" 10 8 1 0 -12 7
"3194" 10 8 2 0 -12 7
"3195" 10 8 3 0 -12 7
"3196" 10 8 4 0 0 7
"3197" 10 8 5 0 -12 7
"3198" 10 8 6 1 -32 7
"3199" 10 8 7 1 0 7
"3200" 10 8 8 1 0 7
"3201" 10 8 9 1 0 7
"3202" 10 8 10 1 0 7
"3203" 10 8 11 1 0 7
"3204" 10 8 12 0 0 7
"3205" 10 8 13 0 -12 7
"3206" 10 8 14 0 -12 7
"3207" 10 8 15 0 0 7
"3208" 10 8 16 0 -12 7
"3209" 10 8 17 0 0 7
"3210" 10 8 18 1 0 7
"3211" 10 8 19 1 -32 7
"3212" 10 8 20 1 0 7
"3213" 10 8 21 1 0 7
"3214" 10 8 22 1 0 7
"3215" 10 8 23 1 0 7
"3216" 10 8 24 1 0 7
"3217" 10 9 1 1 -3 8
"3218" 10 9 2 1 0 8
"3219" 10 9 3 1 0 8
"3220" 10 9 4 1 0 8
"3221" 10 9 5 1 0 8
"3222" 10 9 6 0 0 8
"3223" 10 9 7 0 0 8
"3224" 10 9 8 0 0 8
"3225" 10 9 9 0 0 8
"3226" 10 9 10 0 0 8
"3227" 10 9 11 0 0 8
"3228" 10 9 12 0 0 8
"3229" 10 9 13 0 -4 8
"3230" 10 9 14 0 -4 8
"3231" 10 9 15 0 0 8
"3232" 11 1 1 1 3 8
"3233" 11 1 2 1 3 8
"3234" 11 1 3 1 3 8
"3235" 11 1 4 1 3 8
"3236" 11 1 5 1 3 8
"3237" 11 1 6 1 3 8
"3238" 11 1 7 1 3 8
"3239" 11 1 8 1 3 8
"3240" 11 1 9 1 3 8
"3241" 11 1 10 1 3 8
"3242" 11 1 11 1 3 8
"3243" 11 1 12 1 3 8
"3244" 11 1 13 1 3 8
"3245" 11 1 14 1 3 8
"3246" 11 1 15 1 3 8
"3247" 11 1 16 1 3 8
"3248" 11 1 17 1 3 8
"3249" 11 1 18 1 3 8
"3250" 11 1 19 1 3 8
"3251" 11 1 20 1 3 8
"3252" 11 1 21 1 3 8
"3253" 11 1 22 1 3 8
"3254" 11 1 23 1 3 8
"3255" 11 1 24 1 3 8
"3256" 11 1 25 1 3 8
"3257" 11 1 26 0 4 8
"3258" 11 1 27 0 0 8
"3259" 11 1 28 0 4 8
"3260" 11 1 29 0 4 8
"3261" 11 1 30 0 4 8
"3262" 11 1 31 0 0 8
"3263" 11 1 32 0 4 8
"3264" 11 1 33 0 4 8
"3265" 11 1 34 0 0 8
"3266" 11 1 35 0 4 8
"3267" 11 1 36 0 4 8
"3268" 11 1 37 0 4 8
"3269" 11 1 38 0 0 8
