,iteration,success,nllh,k,N,bic,lambda,pow_gain,prelec_elevation,prelec_gamma,tau
0,0,True,978.880091521,5,230,1984.95057959,0.000302596037467,0.61561196189,1.17549504014,1.13463976544,0.540726115818
