,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau_trunc,theta
0,0,True,1322.87691399,5,252,2673.40097342,22.3241435369,1.8277575112,0.919729932546,98.1434732484,136.350455544
