,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau_rel_trunc,theta
0,0,True,1326.55141641,5,252,2680.74997826,25.9182366807,1.62461239924,0.727226808578,25.9982383085,179.790782823
