,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,1200,0.125958333333,0.0776208219017,1.88725715266e-17
1,1,True,2,1200,0.0498489610514,1.24107249164,8.25221936747
2,2,True,2,1200,0.0498489610514,1.24107248868,8.2522188895
3,3,True,2,1200,0.0498489610514,1.2410724905,8.25221866506
4,4,True,2,1200,0.0498489610514,1.24107248538,8.25221950122
