,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,1200,0.0298572857593,1.00651792248,7.74159283875
1,1,True,2,1200,0.0298572857593,1.00651792472,7.74159303796
2,2,True,2,1200,0.0298572857593,1.00651792528,7.74159283087
3,3,True,2,1200,0.0298572857593,1.00651792442,7.74159305897
4,4,True,2,1200,0.0298572857593,1.00651792795,7.74159319304
