,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,1200,0.0444050912128,2.0465998944,9.99999999905
1,1,True,2,1200,0.04440421762,2.05705867381,10.0
2,2,True,2,1200,0.0444042180149,2.05726893745,9.99999999963
