,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,1200,0.0277283221955,0.98451411338,8.07165125954
1,1,True,2,1200,0.0277283221955,0.984514115337,8.0716507103
2,2,True,2,1200,0.0277283221955,0.984514112201,8.07165091581
