,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,1200,0.0283461138552,1.00416083417,9.58876677587
1,1,True,2,1200,0.0283461138552,1.00416083253,9.58876654713
2,2,True,2,1200,0.0283461138552,1.00416082926,9.58876617514
3,3,True,2,1200,0.0283461138552,1.0041608308,9.58876661497
4,4,True,2,1200,0.0283461138552,1.00416083117,9.58876664475
