,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,1200,0.0403972983269,1.3477634098,10.0
1,1,True,2,1200,0.0410991133647,1.9038336213,10.0
2,2,True,2,1200,0.0410991133647,1.90383360529,10.0
3,3,True,2,1200,0.0403972983269,1.34776342305,10.0
4,4,True,2,1200,0.0403972983269,1.3477634237,10.0
