,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,1200,0.0320750030106,1.37748797707,10.0
1,1,True,2,1200,0.166875,0.736545483731,1.17018933219e-15
2,2,True,2,1200,0.0320750030106,1.37748794644,10.0
