,problem,iteration,gen_N,gen_cp,gen_ss_mn,gen_theta,gen_prelec_gamma,bf_cp,bf_ss_mn,bf_theta,bf_s,bf_prelec_gamma
114,,4,,,,9,0.6,,,,10.2568413205,0.66068393073800002
115,,4,,,,9,1,,,,12.021731476500001,0.98850636317899998
116,,4,,,,9,1.4,,,,20.0,1.3029032089100001
117,,4,,,,15,0.6,,,,22.553529613800002,0.67116758713199998
118,,4,,,,15,1,,,,18.340594662099999,0.99675713647100006
119,,4,,,,15,1.4,,,,29.999999999099998,1.30537319442
120,,5,,,,1,0.6,,,,3.2930688635299998,0.70806473147899995
121,,5,,,,1,1,,,,7.6117787643100012,1.2549297102899999
122,,5,,,,1,1.4,,,,19.999999999900002,1.9390978948900002
123,,5,,,,2,0.6,,,,3.7331522047099996,0.70450497741600004
124,,5,,,,2,1,,,,3.7974893818400002,1.14883618611
125,,5,,,,2,1.4,,,,20.0,2.2145470758500001
126,,5,,,,3,0.6,,,,4.6436572256300002,0.69447985633800002
127,,5,,,,3,1,,,,3.9330188589300001,1.1080582745899998
128,,5,,,,3,1.4,,,,20.0,1.43514908842
129,,5,,,,4,0.6,,,,5.5722193569300007,0.68531905011200001
130,,5,,,,4,1,,,,5.7285851231199993,1.0521776648400001
131,,5,,,,4,1.4,,,,20.0,1.3050626947600001
132,,5,,,,5,0.6,,,,5.6047523739100003,0.66786414558899998
133,,5,,,,5,1,,,,5.7107811797899997,1.01586020695
134,,5,,,,5,1.4,,,,20.0,1.29268307171
135,,5,,,,7,0.6,,,,8.2115906513100008,0.66276193182900001
136,,5,,,,7,1,,,,9.5743486209300013,0.97860626519299998
137,,5,,,,7,1.4,,,,20.0,1.32841040895
138,,5,,,,9,0.6,,,,6.911774938989999,0.61396696149399999
139,,5,,,,9,1,,,,10.494507223699999,1.00630795235
140,,5,,,,9,1.4,,,,20.0,1.2992753116700002
141,,5,,,,15,0.6,,,,9.3770696669800007,0.62844694759399999
142,,5,,,,15,1,,,,16.922390322400002,0.99538945727500006
143,,5,,,,15,1.4,,,,30.0,1.3000845568600001
144,,6,,,,1,0.6,,,,3.0551155747600003,0.72844789585600001
145,,6,,,,1,1,,,,8.3070761350199991,1.2051592328899998
146,,6,,,,1,1.4,,,,20.0,2.1357786289500003
147,,6,,,,2,0.6,,,,3.4964845480199997,0.6913615806029999
148,,6,,,,2,1,,,,3.3480301616799997,1.1918591413200001
149,,6,,,,2,1.4,,,,20.0,1.9116147187099999
150,,6,,,,3,0.6,,,,4.5482069360500006,0.69161183719200003
151,,6,,,,3,1,,,,5.1947512429800007,1.0770243042399998
152,,6,,,,3,1.4,,,,20.0,1.2834409098599999
153,,6,,,,4,0.6,,,,5.3903146773300001,0.66802253017699997
154,,6,,,,4,1,,,,3.6726741174400002,1.04271401496
155,,6,,,,4,1.4,,,,20.0,1.3072635374500001
156,,6,,,,5,0.6,,,,6.8636333855699991,0.65080822184199993
157,,6,,,,5,1,,,,7.5990903466199997,1.0262254527299999
158,,6,,,,5,1.4,,,,20.0,1.31227819495
159,,6,,,,7,0.6,,,,6.4079630935000003,0.61899626248000006
160,,6,,,,7,1,,,,8.5125777537600005,1.0028982285299999
161,,6,,,,7,1.4,,,,20.0,1.32359517838
162,,6,,,,9,0.6,,,,6.3281396044099996,0.63291788716099995
163,,6,,,,9,1,,,,10.499696527999999,0.99875657744099999
164,,6,,,,9,1.4,,,,20.0,1.3040976584100001
165,,6,,,,15,0.6,,,,8.4376949871500001e-15,1.9855926957799999
166,,6,,,,15,1,,,,14.001663386600001,0.98458703134800007
167,,6,,,,15,1.4,,,,30.0,1.31542571835
168,,7,,,,1,0.6,,,,3.1287329171799998,0.69944893542999997
169,,7,,,,1,1,,,,9.0941061004500003,1.22764322762
170,,7,,,,1,1.4,,,,20.0,2.17945733589
171,,7,,,,2,0.6,,,,3.7374242320599995,0.69488297256799991
172,,7,,,,2,1,,,,3.4661226337300004,1.17020468664
173,,7,,,,2,1.4,,,,20.0,1.4054978353100003
174,,7,,,,3,0.6,,,,4.8496868550899999,0.68599911623900001
175,,7,,,,3,1,,,,4.6897186251900003,1.0925436339100001
176,,7,,,,3,1.4,,,,20.0,1.32009759179
177,,7,,,,4,0.6,,,,5.0229753274100002,0.6988483895469999
178,,7,,,,4,1,,,,5.6422795941999997,1.0401663965999999
179,,7,,,,4,1.4,,,,20.0,1.3202865455199999
180,,7,,,,5,0.6,,,,10.535571902400001,0.66852796629400002
181,,7,,,,5,1,,,,5.4738394386499998,1.01826637403
182,,7,,,,5,1.4,,,,20.0,1.29382171761
183,,7,,,,7,0.6,,,,7.7865185741699996,0.65028277768800002
184,,7,,,,7,1,,,,7.9035508246399999,0.99176889800300005
185,,7,,,,7,1.4,,,,20.0,1.3206685334799999
186,,7,,,,9,0.6,,,,7.3009233610000006,0.62994450085499998
187,,7,,,,9,1,,,,10.573547384600001,0.976562128802
188,,7,,,,9,1.4,,,,20.0,1.306491487
189,,7,,,,15,0.6,,,,9.0716045957800002,0.61527416974799998
190,,7,,,,15,1,,,,17.786966679300001,1.0085711740799999
191,,7,,,,15,1.4,,,,30.0,1.3096881548799999
192,,8,,,,1,0.6,,,,3.2498832099900001,0.708977796346
193,,8,,,,1,1,,,,6.5495569464000001,1.2230909165899999
194,,8,,,,1,1.4,,,,20.0,1.9598484188499998
195,,8,,,,2,0.6,,,,3.15560885639e-16,2.7724890110500002
196,,8,,,,2,1,,,,3.8359917822699998,1.14414085142
197,,8,,,,2,1.4,,,,20.0,1.9280452000099999
198,,8,,,,3,0.6,,,,4.1063889824300004,0.68871292331099998
199,,8,,,,3,1,,,,4.9456022479500001,1.1110045198799998
200,,8,,,,3,1.4,,,,20.0,1.9096297632099999
201,,8,,,,4,0.6,,,,6.3790610470700004,0.67590916078600005
202,,8,,,,4,1,,,,4.4819795286700002,1.04672025331
203,,8,,,,4,1.4,,,,19.999999994500001,1.29655613578
204,,8,,,,5,0.6,,,,5.5587547199599996,0.66074859184400003
205,,8,,,,5,1,,,,3.8169434428199995,1.0228487497000001
206,,8,,,,5,1.4,,,,19.999999999900002,1.3082929599600002
207,,8,,,,7,0.6,,,,2.0852747481099999e-16,2.0580750372400001
208,,8,,,,7,1,,,,8.2012099543199994,0.98605543661500006
209,,8,,,,7,1.4,,,,20.0,1.27821577154
210,,8,,,,9,0.6,,,,7.9052503681500008,0.65604026880699995
211,,8,,,,9,1,,,,13.367141929300001,0.98882393218199993
212,,8,,,,9,1.4,,,,20.0,1.3163449923100001
213,,8,,,,15,0.6,,,,9.108212731030001,0.61127269558399999
214,,8,,,,15,1,,,,18.539841195799998,1.00538031713
215,,8,,,,15,1.4,,,,30.0,1.29885709793
216,,9,,,,1,0.6,,,,3.12735227753,0.70494025558699991
217,,9,,,,1,1,,,,6.8569976284899994,1.2440725844
218,,9,,,,1,1.4,,,,20.0,1.9746829808099997
219,,9,,,,2,0.6,,,,3.7134620776199996,0.68499496461600007
220,,9,,,,2,1,,,,5.3884891496199998,1.1534300750700002
221,,9,,,,2,1.4,,,,19.9999999976,1.8961458988599997
222,,9,,,,3,0.6,,,,4.33602871072,0.69790927289100002
223,,9,,,,3,1,,,,4.0578404218499999,1.10904393674
224,,9,,,,3,1.4,,,,20.0,1.2991240068799998
225,,9,,,,4,0.6,,,,5.6130355667699989,0.68991169899900007
226,,9,,,,4,1,,,,6.0567281476800003,1.0531579237599999
227,,9,,,,4,1.4,,,,19.999999999900002,1.30318773697
228,,9,,,,5,0.6,,,,4.6562475797800005,0.67248738935100005
229,,9,,,,5,1,,,,14.146128059400001,1.0381917523699999
230,,9,,,,5,1.4,,,,19.624307793900002,1.2765980911599999
231,,9,,,,7,0.6,,,,8.2255160319700007,0.66548211782700006
232,,9,,,,7,1,,,,8.7546510471900003,1.0004838513299998
233,,9,,,,7,1.4,,,,20.0,1.3259443493900001
234,,9,,,,9,0.6,,,,11.496236075699999,0.66030673475900004
235,,9,,,,9,1,,,,11.266944316199998,1.00485721596
236,,9,,,,9,1.4,,,,20.0,1.2968188871799999
237,,9,,,,15,0.6,,,,7.0579492412100002,0.60940329909199997
238,,9,,,,15,1,,,,17.0111397567,0.98692970262099999
239,,9,,,,15,1.4,,,,29.723795174299998,1.2838801314100001
240,,10,,,,1,0.6,,,,3.4719079777699995,0.71821040239299994
241,,10,,,,1,1,,,,7.9396911791299996,1.2378743584899998
242,,10,,,,1,1.4,,,,10.0,1.94973978806
243,,10,,,,2,0.6,,,,3.6889521240499996,0.70556641255600006
244,,10,,,,2,1,,,,4.4485752243399999,1.20168680189
245,,10,,,,2,1.4,,,,10.0,2.0481611131599999
246,,10,,,,3,0.6,,,,4.2813824840300008,0.690610311117
247,,10,,,,3,1,,,,4.3366363876999996,1.09447130625
248,,10,,,,3,1.4,,,,10.0,1.3863659856400001
249,,10,,,,4,0.6,,,,6.2550163842100002,0.67683421187399995
250,,10,,,,4,1,,,,5.7682974529799997,1.0348278504799999
251,,10,,,,4,1.4,,,,10.0,1.3533749169799998
252,,10,,,,5,0.6,,,,6.5037227455600002,0.67697920445699999
253,,10,,,,5,1,,,,3.5130025274499999,1.0164013595299999
254,,10,,,,5,1.4,,,,10.0,1.3318693530399999
255,,10,,,,7,0.6,,,,10.0,0.66924452083000008
256,,10,,,,7,1,,,,8.6023814886200007,0.995158863231
257,,10,,,,7,1.4,,,,10.0,1.3316029974700001
258,,10,,,,9,0.6,,,,9.3524511227699989,0.640416430589
259,,10,,,,9,1,,,,10.0,0.98723285867999988
260,,10,,,,9,1.4,,,,10.0,1.4166504201499999
261,,10,,,,15,0.6,,,,4.1633363423399999e-15,2.4023874297900001
262,,10,,,,15,1,,,,17.290002791999999,0.98875559797700008
263,,10,,,,15,1.4,,,,28.784936834299998,1.28284524727
264,,11,,,,1,0.6,,,,3.32451001577,0.6960281904279999
265,,11,,,,1,1,,,,6.79632241887,1.2268365342299998
266,,11,,,,1,1.4,,,,10.0,1.9918416296799999
267,,11,,,,2,0.6,,,,3.2794689243799997,0.66706130429700006
268,,11,,,,2,1,,,,2.7930700709099998,1.2032403969900001
269,,11,,,,2,1.4,,,,10.0,1.8440894328699999
270,,11,,,,3,0.6,,,,5.6258289778300004,0.66911824530300001
271,,11,,,,3,1,,,,4.7205165169400001,1.07462822863
272,,11,,,,3,1.4,,,,10.0,2.0481816209400003
273,,11,,,,4,0.6,,,,6.179192038890001,0.676692128748
274,,11,,,,4,1,,,,6.0838743963199997,1.0514288301600001
275,,11,,,,4,1.4,,,,10.0,1.9286736500200001
276,,11,,,,5,0.6,,,,6.47643337436,0.67499125724700004
277,,11,,,,5,1,,,,3.6206011380000001,1.0062370953699999
278,,11,,,,5,1.4,,,,10.0,1.3632978009399999
279,,11,,,,7,0.6,,,,5.4348178120800004,0.64605362275400002
280,,11,,,,7,1,,,,10.0,1.01959353415
281,,11,,,,7,1.4,,,,9.99999999996,1.34606723981
282,,11,,,,9,0.6,,,,7.0402579104899994,0.632229145705
283,,11,,,,9,1,,,,9.1205798469899992,0.99917999374300004
284,,11,,,,9,1.4,,,,10.0,1.3797803196899998
285,,11,,,,15,0.6,,,,10.4771684913,0.62653589089700001
286,,11,,,,15,1,,,,18.434756103599998,1.0001901180600001
287,,11,,,,15,1.4,,,,29.987294908899997,1.28991869668
288,,12,,,,1,0.6,,,,3.3719441636199998,0.72433551579600008
289,,12,,,,1,1,,,,7.6915914729299999,1.23666245724
290,,12,,,,1,1.4,,,,10.0,2.1372878339700003
291,,12,,,,2,0.6,,,,3.7922258756400002,0.69945745490099998
292,,12,,,,2,1,,,,3.2220153430699998,1.18326460269
293,,12,,,,2,1.4,,,,10.0,1.8640742055799999
294,,12,,,,3,0.6,,,,3.8528660451399999,0.663241155468
295,,12,,,,3,1,,,,3.1894121880999999,1.0919704699899999
296,,12,,,,3,1.4,,,,10.0,2.0799368878599998
297,,12,,,,4,0.6,,,,4.7421666143600003,0.67389205573900002
298,,12,,,,4,1,,,,4.1863104132000002,1.03836043571
299,,12,,,,4,1.4,,,,10.0,1.36605707664
300,,12,,,,5,0.6,,,,4.66174704204,0.6764622338070001
301,,12,,,,5,1,,,,5.6366936285099998,1.0109400105099999
302,,12,,,,5,1.4,,,,10.0,1.3435418984600001
303,,12,,,,7,0.6,,,,9.9999999999899991,0.66847638272699994
304,,12,,,,7,1,,,,9.3755392990799997,0.99977905799
305,,12,,,,7,1.4,,,,10.0,1.32744432665
306,,12,,,,9,0.6,,,,9.5668120751100005,0.63972696513400007
307,,12,,,,9,1,,,,10.0,0.99860435895600008
308,,12,,,,9,1.4,,,,10.0,1.3929457003600001
309,,12,,,,15,0.6,,,,10.082627800800001,0.61590753945400001
310,,12,,,,15,1,,,,15.3402457994,0.98281390056099993
311,,12,,,,15,1.4,,,,28.6469892394,1.2780114710899999
312,,13,,,,1,0.6,,,,3.4413054782499999,0.704200787828
313,,13,,,,1,1,,,,9.3356386071799999,1.1943580007500001
314,,13,,,,1,1.4,,,,10.0,1.9806591849599999
315,,13,,,,2,0.6,,,,3.70294981236,0.68939078216399996
316,,13,,,,2,1,,,,2.9931877865200001,1.1898536607300001
317,,13,,,,2,1.4,,,,10.0,1.9350855593599998
318,,13,,,,3,0.6,,,,6.6365664953499994,0.67409688215899999
319,,13,,,,3,1,,,,3.8606384968300005,1.0761479864100001
320,,13,,,,3,1.4,,,,10.0,1.3655228611100001
321,,13,,,,4,0.6,,,,4.8765411814300004,0.68781622341299997
322,,13,,,,4,1,,,,4.2290671654700001,1.0740762928000001
323,,13,,,,4,1.4,,,,10.0,1.33698987464
324,,13,,,,5,0.6,,,,6.2163415559599997,0.67279722230600003
325,,13,,,,5,1,,,,8.8197885661799997,1.02526799701
326,,13,,,,5,1.4,,,,10.0,1.3338022597700001
327,,13,,,,7,0.6,,,,6.7663519383000006,0.64970698689600004
328,,13,,,,7,1,,,,8.5219079824800001,0.99644336740700001
329,,13,,,,7,1.4,,,,10.0,1.3838593640200001
330,,13,,,,9,0.6,,,,7.4474626622100004,0.61049150728200008
331,,13,,,,9,1,,,,10.0,0.98973670110599998
332,,13,,,,9,1.4,,,,10.0,1.32850563812
333,,13,,,,15,0.6,,,,5.5283579218999999e-17,2.9189181770499997
334,,13,,,,15,1,,,,16.715726928900001,0.99148137363299993
335,,13,,,,15,1.4,,,,30.0,1.3095407942200001
336,,14,,,,1,0.6,,,,3.4548286359599998,0.7074739445010001
337,,14,,,,1,1,,,,5.2692271971699993,1.27955374135
338,,14,,,,1,1.4,,,,10.0,2.1133807197599999
339,,14,,,,2,0.6,,,,3.6737454394400002,0.69122304633399989
340,,14,,,,2,1,,,,3.1029160404500002,1.1622992976200002
341,,14,,,,2,1.4,,,,10.0,2.0837386798299997
342,,14,,,,3,0.6,,,,4.4737890619999998,0.69870455761600003
343,,14,,,,3,1,,,,3.5065125773600001,1.1046301511299998
344,,14,,,,3,1.4,,,,10.0,1.8830120612999999
345,,14,,,,4,0.6,,,,6.51493837643,0.66688237175499998
346,,14,,,,4,1,,,,5.7963712138300005,1.0481027630500002
347,,14,,,,4,1.4,,,,10.0,1.3382234738500001
348,,14,,,,5,0.6,,,,7.8900617562800006,0.66147444593999993
349,,14,,,,5,1,,,,6.3925830782500004,1.01754321365
350,,14,,,,5,1.4,,,,10.0,1.3351573855299999
351,,14,,,,7,0.6,,,,9.9999999999699991,0.67385168352300007
352,,14,,,,7,1,,,,9.9714515934199994,0.98933060512500004
353,,14,,,,7,1.4,,,,10.0,1.34222465938
354,,14,,,,9,0.6,,,,9.9999999999500009,0.64334894797300002
355,,14,,,,9,1,,,,9.9999999999899991,0.98449107457399998
356,,14,,,,9,1.4,,,,10.0,1.3976151293700001
357,,14,,,,15,0.6,,,,9.0619125613199998,0.62755909035699997
358,,14,,,,15,1,,,,14.1127158222,0.98746351396200005
359,,14,,,,15,1.4,,,,30.0,1.2890624566600002
360,,15,,,,1,0.6,,,,3.0001181042799998,0.70394332571099993
361,,15,,,,1,1,,,,4.5666941916399999,1.26043783742
362,,15,,,,1,1.4,,,,9.9999999999899991,2.0880038599100001
363,,15,,,,2,0.6,,,,4.1574782487400004,0.69580977403099997
364,,15,,,,2,1,,,,4.3476411135499999,1.1334885887100001
365,,15,,,,2,1.4,,,,10.0,1.8729010752700002
366,,15,,,,3,0.6,,,,3.7888021473900002,0.68617671037100003
367,,15,,,,3,1,,,,5.1723549211600002,1.11022310208
368,,15,,,,3,1.4,,,,10.0,1.3703445321399998
369,,15,,,,4,0.6,,,,7.1083327621800008,0.6831667850319999
370,,15,,,,4,1,,,,5.8402250177999999,1.04437866475
371,,15,,,,4,1.4,,,,10.0,1.8658747561200002
372,,15,,,,5,0.6,,,,4.8506223495699992,0.66688876290400001
373,,15,,,,5,1,,,,5.0252242929300008,1.0032566567899999
374,,15,,,,5,1.4,,,,10.0,1.4178289683399998
375,,15,,,,7,0.6,,,,6.41040223141,0.65337818962499994
376,,15,,,,7,1,,,,6.9901462189499997,0.98755399357700002
377,,15,,,,7,1.4,,,,10.0,1.41273467224
378,,15,,,,9,0.6,,,,7.4339904868800009,0.61731027452699994
379,,15,,,,9,1,,,,10.0,1.0008754232799999
380,,15,,,,9,1.4,,,,10.0,1.5266310551499997
381,,15,,,,15,0.6,,,,9.3846238511200006,0.62658447750200008
382,,15,,,,15,1,,,,16.1711036829,0.99138022478599996
383,,15,,,,15,1.4,,,,29.999999999899998,1.2846091862
384,,16,,,,1,0.6,,,,2.7647119816200001,0.69235660792600007
385,,16,,,,1,1,,,,6.6996289130999997,1.24654862328
386,,16,,,,1,1.4,,,,10.0,2.0005519287500002
387,,16,,,,2,0.6,,,,4.1352095169099998,0.69272414321300002
388,,16,,,,2,1,,,,3.7341042820800001,1.19225155301
389,,16,,,,2,1.4,,,,10.0,2.0570586738099998
390,,16,,,,3,0.6,,,,5.2422195388699997,0.68007665337400003
391,,16,,,,3,1,,,,3.7710017802999998,1.1161610176600001
392,,16,,,,3,1.4,,,,10.0,1.4439754947600001
393,,16,,,,4,0.6,,,,5.5222646958000006,0.66341163375500001
394,,16,,,,4,1,,,,4.1243253677699991,1.05358477466
395,,16,,,,4,1.4,,,,9.9999999999899991,1.4234166782299997
396,,16,,,,5,0.6,,,,6.5893149733000005,0.67059939828699999
397,,16,,,,5,1,,,,4.6112010736800002,1.0082151593399999
398,,16,,,,5,1.4,,,,10.0,1.3423117065099999
399,,16,,,,7,0.6,,,,9.9999999996300009,0.66466313547599998
400,,16,,,,7,1,,,,7.9840115548899995,0.99701775299999995
401,,16,,,,7,1.4,,,,10.0,1.3505816369400001
402,,16,,,,9,0.6,,,,7.5243149986300004,0.61231611247599993
403,,16,,,,9,1,,,,10.0,0.99119027714100005
404,,16,,,,9,1.4,,,,10.0,1.3767102082299998
405,,16,,,,15,0.6,,,,9.0070347228899994,0.63192874932999998
406,,16,,,,15,1,,,,14.743993784500001,0.98576662027799988
407,,16,,,,15,1.4,,,,30.0,1.3026600402899999
408,,17,,,,1,0.6,,,,3.4283632850900001,0.71544387168000001
409,,17,,,,1,1,,,,6.3584744487,1.2572687637200002
410,,17,,,,1,1.4,,,,10.0,1.9955496198500002
411,,17,,,,2,0.6,,,,3.7572456761900002,0.68576618162699998
412,,17,,,,2,1,,,,3.9784515011800003,1.1630597604799999
413,,17,,,,2,1.4,,,,10.0,1.98049425287
414,,17,,,,3,0.6,,,,5.0534059819100001,0.66838499252200001
415,,17,,,,3,1,,,,4.4151819847000002,1.0826126007500001
416,,17,,,,3,1.4,,,,10.0,1.38024767308
417,,17,,,,4,0.6,,,,4.6479567388499996,0.68694070419100006
418,,17,,,,4,1,,,,4.4434117243899998,1.0575396661900001
419,,17,,,,4,1.4,,,,10.0,1.3534383519799997
420,,17,,,,5,0.6,,,,7.6076393255300001,0.6720428845980001
421,,17,,,,5,1,,,,6.6973710522399994,1.0244127216100001
422,,17,,,,5,1.4,,,,10.0,1.32976902487
423,,17,,,,7,0.6,,,,9.9999999999500009,0.66284679152500003
424,,17,,,,7,1,,,,6.88835744967,1.00499811769
425,,17,,,,7,1.4,,,,10.0,1.3338218120700001
426,,17,,,,9,0.6,,,,10.0,0.64475256361300004
427,,17,,,,9,1,,,,9.9999999999899991,0.97483086889100001
428,,17,,,,9,1.4,,,,10.0,1.7021066863100001
429,,17,,,,15,0.6,,,,8.2660191157899998,0.60553283223800003
