,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom,prelec_elevation,prelec_gamma,tau
0,0,True,1345.60671227,5,252,2718.86056998,29.5075889939,0.0263940507248,2.29946033766,1.10778654168,157.686219766
