,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc2,tau
0,0,True,53.4156865415,5,24,122.721642235,57.6099779917,0.99849959927,0.0954743560608,0.0604152592329,176.38573926
